RMU_NO,ZENON_GSS-FID,ZENON_signal_name,ZENON_DOT_NO,ADMS_GSS-FID,ADMS_signal_name,ADMS_DOT_NO
25178,JED-NTH-FRDS-44,25178_TR1_AMP_N,13022,JED-NTH ABH AH314,25178 Y2 i_n_value(A),13022
25178,JED-NTH-FRDS-44,25178_Y2-RMU29471_AMP_A,13023,JED-NTH ABH AH314,25178 Q1 i_a_value(A),13023
25178,JED-NTH-FRDS-44,25178_TR1_AMP_B,13024,JED-NTH ABH AH314,25178 Q1 i_b_value(A),13024
25178,JED-NTH-FRDS-44,25178_Y2-RMU29471_AMP_B,13024,,,
25178,JED-NTH-FRDS-44,25178_Y2-RMU29471_AMP_C,13025,JED-NTH ABH AH314,25178 Q1 i_c_value(A),13025
25178,JED-NTH-FRDS-44,25178_Y2-RMU29471_AMP_N,13026,JED-NTH ABH AH314,25178 Q1 i_n_value(A),13026
25178,JED-NTH-FRDS-44,25178_Y3-43022_AMP_A,13027,JED-NTH ABH AH314,25178 Y3 i_a_value(A),13027
25178,JED-NTH-FRDS-44,25178_Y3-43022_AMP_B,13028,JED-NTH ABH AH314,25178 Y3 i_b_value(A),13028
25178,JED-NTH-FRDS-44,25178_Y3-43022_AMP_C,13029,JED-NTH ABH AH314,25178 Y3 i_c_value(A),13029
25178,JED-NTH-FRDS-44,25178_Y3-43022_AMP_N,13030,JED-NTH ABH AH314,25178 Y3 i_n_value(A),13030
25178,JED-NTH-FRDS-44,25178_Y1-RMU14ABH_KVA,13057,JED-NTH ABH AH314,25178 Y1 S(kVA),13057
25178,JED-NTH-FRDS-44,25178_Y1-RMU14ABH_KVAR,13057,,,
25178,JED-NTH-FRDS-44,25178_Y1-RMU14ABH_KW,13058,JED-NTH ABH AH314,25178 Y1 P(kW),13058
25178,,,,JED-NTH ABH AH314,25178 Y1 Q(kVar),13059
25178,,,,JED-NTH ABH AH314,25178 Y2 S(kVA),13060
25178,,,,JED-NTH ABH AH314,25178 Y2 P(kW),13061
25178,,,,JED-NTH ABH AH314,25178 Y2 Q(kVar),13062
25178,JED-NTH-FRDS-44,25178_TR1_VOLT_A,13063,JED-NTH ABH AH314,25178 Q1 u_ab_value(kV),13063
25178,JED-NTH-FRDS-44,25178_TR1_VOLT_B,13064,JED-NTH ABH AH314,25178 Q1 u_bc_value(kV),13064
25178,JED-NTH-FRDS-44,25178_TR1_KW,13065,JED-NTH ABH AH314,25178 Q1 u_ca_value(kV),13065
25178,JED-NTH-FRDS-44,25178_TR1_VOLT_C,13065,,,
25178,JED-NTH-FRDS-44,25178_TR1_KVA,13066,JED-NTH ABH AH314,25178 Q1 u_n_value(kV),13066
25178,JED-NTH-FRDS-44,25178_TR1_KVAR,13066,,,
25178,JED-NTH-FRDS-44,25178_TR1_VOLT_N,13066,,,
25178,,,,JED-NTH ABH AH314,25178 Q1 S(kVA),13067
25178,JED-NTH-FRDS-44,25178_Y2-RMU29471_KVA,13068,JED-NTH ABH AH314,25178 Q1 P(kW),13068
25178,JED-NTH-FRDS-44,25178_Y2-RMU29471_KVAR,13068,,,
25178,JED-NTH-FRDS-44,25178_Y2-RMU29471_KW,13069,JED-NTH ABH AH314,25178 Q1 Q(kVar),13069
25178,JED-NTH-FRDS-44,25178_TR1_PF,13070,JED-NTH ABH AH314,25178 Q1 Power factor,13070
25178,JED-NTH-FRDS-44,25178_Y3-43022_KVA,13071,JED-NTH ABH AH314,25178 Y3 S(kVA),13071
25178,JED-NTH-FRDS-44,25178_Y3-43022_KVAR,13071,,,
25178,JED-NTH-FRDS-44,25178_Y3-43022_KW,13072,JED-NTH ABH AH314,25178 Y3 P(kW),13072
25178,,,,JED-NTH ABH AH314,25178 Y3 Q(kVar),13073
25683,JED-NTH-NAH-55,25683_Y1-RMU32979_CMD,1,JED-NTH ABH AH311,25683 Y1 CMD,1
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_CMD,5,JED-NTH ABH AH311,25683 Q1 CMD,5
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_CMD,9,JED-NTH ABH AH311,25683 Y2 CMD,9
25683,JED-NTH-NAH-55,25683_Y1-RMU32979_ST_LOCK,1000,JED-NTH ABH AH311,25683 Y1/Lock/Unlock indication value,1000
25683,JED-NTH-NAH-55,25683_Y1-RMU32979_ST_GND,1001,JED-NTH ABH AH311,25683 KY1 state,1001
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_ST_LOCK,1002,JED-NTH ABH AH311,25683 Q1/Lock/Unlock indication value,1002
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_ST_GND,1003,JED-NTH ABH AH311,25683 KQ1 state,1003
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_ST_LOCK,1004,JED-NTH ABH AH311,25683 Y2/Lock/Unlock indication value,1004
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_ST_GND,1005,JED-NTH ABH AH311,25683 KY2 state,1005
25683,JED-NTH-NAH-55,25683_BATT_LOW,1008,JED-NTH ABH AH311,25683 Battery low value,1008
25683,JED-NTH-NAH-55,25683_GAS_LOW,1009,JED-NTH ABH AH311,25683 Gas low value,1009
25683,JED-NTH-NAH-55,25683_AC_FAIL,1010,JED-NTH ABH AH311,25683 AC power fail value,1010
25683,JED-NTH-NAH-55,25683_DOOR_OPENED,1011,JED-NTH ABH AH311,25683 Door open value,1011
25683,JED-NTH-NAH-55,25683_DC_ST,1012,JED-NTH ABH AH311,25683 DC power fail value,1012
25683,JED-NTH-NAH-55,25683_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH311,25683 Motor circuit fail value,1013
25683,JED-NTH-NAH-55,25683_RTU_FAIL,1277,JED-NTH ABH AH311,25683 RTU Self diagnostic value,1277
25683,JED-NTH-NAH-55,25683_EFI,1278,JED-NTH ABH AH311,25683 EFI (Fault indication) value,1278
25683,JED-NTH-NAH-55,25683_PROT_HEALTH,1279,JED-NTH ABH AH311,25683 Protection Health value,1279
25683,JED-NTH-NAH-55,25683_PROT_TRIP_EFI,1280,JED-NTH ABH AH311,25683 Protection Trip (Earth fault) value,1280
25683,JED-NTH-NAH-55,25683_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH311,25683 Protection Trip (Phase fault) value,1281
25683,JED-NTH-NAH-55,25683_Y1-RMU32979_ST,11000,JED-NTH ABH AH311,25683 Y1 state,11000
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_ST,11001,JED-NTH ABH AH311,25683 Q1 state,11001
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_ST,11002,JED-NTH ABH AH311,25683 Y2 state,11002
25683,JED-NTH-NAH-55,25683_LR,11004,JED-NTH ABH AH311,25683 Remote/Local value,11004
25683,JED-NTH-NAH-55,25683_Y1-RMU32979_AMP_A,13015,JED-NTH ABH AH311,25683 Y1 i_a_value(A),13015
25683,JED-NTH-NAH-55,25683_Y1-RMU32979_AMP_B,13016,JED-NTH ABH AH311,25683 Y1 i_b_value(A),13016
25683,JED-NTH-NAH-55,25683_Y1-RMU32979_AMP_C,13017,JED-NTH ABH AH311,25683 Y1 i_c_value(A),13017
25683,JED-NTH-NAH-55,25683_Y1-RMU32979_AMP_N,13018,JED-NTH ABH AH311,25683 Y1 i_n_value(A),13018
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_AMP_A,13019,JED-NTH ABH AH311,25683 Q1 i_a_value(A),13019
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_AMP_B,13020,JED-NTH ABH AH311,25683 Q1 i_b_value(A),13020
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_AMP_C,13021,JED-NTH ABH AH311,25683 Q1 i_c_value(A),13021
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_AMP_N,13022,JED-NTH ABH AH311,25683 Q1 i_n_value(A),13022
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_AMP_A,13023,JED-NTH ABH AH311,25683 Y2 i_a_value(A),13023
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_AMP_B,13024,JED-NTH ABH AH311,25683 Y2 i_b_value(A),13024
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_AMP_C,13025,JED-NTH ABH AH311,25683 Y2 i_c_value(A),13025
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_AMP_N,13026,JED-NTH ABH AH311,25683 Y2 i_n_value(A),13026
25683,,,,JED-NTH ABH AH311,25683 Y1 S(kVA),13057
25683,,,,JED-NTH ABH AH311,25683 Y1 P(kW),13058
25683,,,,JED-NTH ABH AH311,25683 Y1 Q(kVar),13059
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_VOLT_A,13060,JED-NTH ABH AH311,25683 Q1 u_ab_value(kV),13060
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_VOLT_B,13061,JED-NTH ABH AH311,25683 Q1 u_bc_value(kV),13061
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_VOLT_C,13062,JED-NTH ABH AH311,25683 Q1 u_ca_value(kV),13062
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_VOLT_N,13063,JED-NTH ABH AH311,25683 Q1 u_n_value(kV),13063
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_KVA,13064,JED-NTH ABH AH311,25683 Q1 S(kVA),13064
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_KW,13065,JED-NTH ABH AH311,25683 Q1 P(kW),13065
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_KVAR,13066,JED-NTH ABH AH311,25683 Q1 Q(kVar),13066
25683,JED-NTH-NAH-55,25683_TR1-RMU25683_PF,13067,JED-NTH ABH AH311,25683 Q1 Power factor,13067
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_KVA,13068,JED-NTH ABH AH311,25683 Y2 S(kVA),13068
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_KW,13069,JED-NTH ABH AH311,25683 Y2 P(kW),13069
25683,JED-NTH-NAH-55,25683_Y2-RMU13314_KVAR,13070,JED-NTH ABH AH311,25683 Y2 Q(kVar),13070
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_CMD,1,JED-NTH ABH AH321,26337 Y1 CMD,1
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_CMD,5,JED-NTH ABH AH321,26337 Y2 CMD,5
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_CMD,9,JED-NTH ABH AH321,26337 Q1 CMD,9
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_CMD,13,JED-NTH ABH AH321,26337 Y3 CMD,13
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_ST_LOCK,1000,JED-NTH ABH AH321,26337 Y1/Lock/Unlock indication value,1000
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_ST_GND,1001,JED-NTH ABH AH321,26337 KY1 state,1001
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_ST_LOCK,1002,JED-NTH ABH AH321,26337 Y2/Lock/Unlock indication value,1002
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_ST_GND,1003,JED-NTH ABH AH321,26337 KY2 state,1003
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_ST_LOCK,1004,JED-NTH ABH AH321,26337 Q1/Lock/Unlock indication value,1004
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_ST_GND,1005,JED-NTH ABH AH321,26337 KQ1 state,1005
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_ST_LOCK,1006,JED-NTH ABH AH321,26337 Y3/Lock/Unlock indication value,1006
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_ST_GND,1007,JED-NTH ABH AH321,26337 KY3 state,1007
26337,JED-NTH-FRDS-10,26337_BATT_LOW,1008,JED-NTH ABH AH321,26337 Battery low value,1008
26337,JED-NTH-FRDS-10,26337_GAS_LOW,1009,JED-NTH ABH AH321,26337 Gas low value,1009
26337,,,,JED-NTH ABH AH321,26337 AC power fail value,1010
26337,JED-NTH-FRDS-10,26337_DOOR_OPENED,1011,JED-NTH ABH AH321,26337 Door open value,1011
26337,JED-NTH-FRDS-10,26337_DC_ST,1012,JED-NTH ABH AH321,26337 DC power fail value,1012
26337,JED-NTH-FRDS-10,26337_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH321,26337 Motor circuit fail value,1013
26337,JED-NTH-FRDS-10,26337_RTU_FAIL,1277,JED-NTH ABH AH321,26337 RTU Self diagnostic value,1277
26337,JED-NTH-FRDS-10,26337_EFI,1278,JED-NTH ABH AH321,26337 EFI (Fault indication) value,1278
26337,JED-NTH-FRDS-10,26337_PROT_HEALTH,1279,JED-NTH ABH AH321,26337 Protection Health value,1279
26337,JED-NTH-FRDS-10,26337_PROT_TRIP_EFI,1280,JED-NTH ABH AH321,26337 Protection Trip (Earth fault) value,1280
26337,JED-NTH-FRDS-10,26337_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH321,26337 Protection Trip (Phase fault) value,1281
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_ST,11000,JED-NTH ABH AH321,26337 Y1 state,11000
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_ST,11001,JED-NTH ABH AH321,26337 Y2 state,11001
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_ST,11002,JED-NTH ABH AH321,26337 Q1 state,11002
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_ST,11003,JED-NTH ABH AH321,26337 Y3 state,11003
26337,JED-NTH-FRDS-10,26337_LR,11004,JED-NTH ABH AH321,26337 Remote/Local value,11004
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_AMP_A,13015,JED-NTH ABH AH321,26337 Y1 i_a_value(A),13015
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_AMP_B,13016,JED-NTH ABH AH321,26337 Y1 i_b_value(A),13016
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_AMP_C,13017,JED-NTH ABH AH321,26337 Y1 i_c_value(A),13017
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_AMP_N,13018,JED-NTH ABH AH321,26337 Y1 i_n_value(A),13018
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_AMP_A,13019,JED-NTH ABH AH321,26337 Y2 i_a_value(A),13019
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_AMP_B,13020,JED-NTH ABH AH321,26337 Y2 i_b_value(A),13020
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_AMP_C,13021,JED-NTH ABH AH321,26337 Y2 i_c_value(A),13021
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_AMP_N,13022,JED-NTH ABH AH321,26337 Y2 i_n_value(A),13022
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_AMP_A,13023,JED-NTH ABH AH321,26337 Q1 i_a_value(A),13023
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_AMP_B,13024,JED-NTH ABH AH321,26337 Q1 i_b_value(A),13024
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_AMP_C,13025,JED-NTH ABH AH321,26337 Q1 i_c_value(A),13025
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_AMP_N,13026,JED-NTH ABH AH321,26337 Q1 i_n_value(A),13026
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_AMP_A,13027,JED-NTH ABH AH321,26337 Y3 i_a_value(A),13027
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_AMP_B,13028,JED-NTH ABH AH321,26337 Y3 i_b_value(A),13028
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_AMP_C,13029,JED-NTH ABH AH321,26337 Y3 i_c_value(A),13029
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_AMP_N,13030,JED-NTH ABH AH321,26337 Y3 i_n_value(A),13030
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_KVA,13057,JED-NTH ABH AH321,26337 Y1 S(kVA),13057
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_KW,13058,JED-NTH ABH AH321,26337 Y1 P(kW),13058
26337,JED-NTH-FRDS-10,26337_Y1-RMU37193_KVAR,13059,JED-NTH ABH AH321,26337 Y1 Q(kVar),13059
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_KVA,13060,JED-NTH ABH AH321,26337 Y2 S(kVA),13060
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_KW,13061,JED-NTH ABH AH321,26337 Y2 P(kW),13061
26337,JED-NTH-FRDS-10,26337_Y2-RMU37316_KVAR,13062,JED-NTH ABH AH321,26337 Y2 Q(kVar),13062
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_VOLT_A,13063,JED-NTH ABH AH321,26337 Q1 u_ab_value(kV),13063
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_VOLT_B,13064,JED-NTH ABH AH321,26337 Q1 u_bc_value(kV),13064
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_VOLT_C,13065,JED-NTH ABH AH321,26337 Q1 u_ca_value(kV),13065
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_VOLT_N,13066,JED-NTH ABH AH321,26337 Q1 u_n_value(kV),13066
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_KVA,13067,JED-NTH ABH AH321,26337 Q1 S(kVA),13067
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_KW,13068,JED-NTH ABH AH321,26337 Q1 P(kW),13068
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_KVAR,13069,JED-NTH ABH AH321,26337 Q1 Q(kVar),13069
26337,JED-NTH-FRDS-10,26337_TR1-RMU26337_PF,13070,JED-NTH ABH AH321,26337 Q1 Power factor,13070
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_KVA,13071,JED-NTH ABH AH321,26337 Y3 S(kVA),13071
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_KW,13072,JED-NTH ABH AH321,26337 Y3 P(kW),13072
26337,JED-NTH-FRDS-10,26337_Y3-RMUFRDS-10_KVAR,13073,JED-NTH ABH AH321,26337 Y3 Q(kVar),13073
26352,JED-NTH-JUAS-23,26352_Y1-34088_CMD,1,JED-NTH ABH AH321,26352 Y1 CMD,1
26352,JED-NTH-JUAS-23,26352_TR1-TR1_CMD,5,JED-NTH ABH AH321,26352 Q1 CMD,5
26352,JED-NTH-JUAS-23,26352_TR2-TR2_CMD,9,JED-NTH ABH AH321,26352 Y2 CMD,9
26352,JED-NTH-JUAS-23,26352_Y2-27788_CMD,13,,,
26352,JED-NTH-JUAS-23,26352_Y1-34088_ST_LOCK,1000,JED-NTH ABH AH321,26352 Y1/Lock/Unlock indication value,1000
26352,JED-NTH-JUAS-23,26352_Y1-34088_ST_GND,1001,JED-NTH ABH AH321,26352 KY1 state,1001
26352,JED-NTH-JUAS-23,26352_TR1-TR1_ST_LOCK,1002,JED-NTH ABH AH321,26352 Q1/Lock/Unlock indication value,1002
26352,JED-NTH-JUAS-23,26352_TR1-TR1_ST_GND,1003,JED-NTH ABH AH321,26352 KQ1 state,1003
26352,JED-NTH-JUAS-23,26352_TR2-TR2_ST_LOCK,1004,JED-NTH ABH AH321,26352 Y2/Lock/Unlock indication value,1004
26352,JED-NTH-JUAS-23,26352_TR2-TR2_ST_GND,1005,JED-NTH ABH AH321,26352 KY2 state,1005
26352,JED-NTH-JUAS-23,26352_Y2-27788_ST_LOCK,1006,,,
26352,JED-NTH-JUAS-23,26352_Y2-27788_ST_GND,1007,,,
26352,JED-NTH-JUAS-23,26352_BATT_LOW,1008,JED-NTH ABH AH321,26352 Battery low value,1008
26352,JED-NTH-JUAS-23,26352_GAS_LOW,1009,JED-NTH ABH AH321,26352 Gas low value,1009
26352,JED-NTH-JUAS-23,26352_AC_FAIL,1010,JED-NTH ABH AH321,26352 AC power fail value,1010
26352,JED-NTH-JUAS-23,26352_DOOR_OPENED,1011,JED-NTH ABH AH321,26352 Door open value,1011
26352,JED-NTH-JUAS-23,26352_DC_ST,1012,JED-NTH ABH AH321,26352 DC power fail value,1012
26352,JED-NTH-JUAS-23,26352_MOTOR_CRT_FAIL,1013,JED-NTH ABH AH321,26352 Motor circuit fail value,1013
26352,JED-NTH-JUAS-23,26352_RTU_FAIL,1277,JED-NTH ABH AH321,26352 RTU Self diagnostic value,1277
26352,JED-NTH-JUAS-23,26352_EFI,1278,JED-NTH ABH AH321,26352 EFI (Fault indication) value,1278
26352,JED-NTH-JUAS-23,26352_TR1-TR1_PROT_HEALTH,1279,JED-NTH ABH AH321,26352 Protection Health value,1279
26352,JED-NTH-JUAS-23,26352_TR1-TR1_PROT_TRIP_EFI,1280,JED-NTH ABH AH321,26352 Protection Trip (Earth fault) value,1280
26352,JED-NTH-JUAS-23,26352_TR1-TR1_PROT_TRIP_PH_FLT,1281,JED-NTH ABH AH321,26352 Protection Trip (Phase fault) value,1281
26352,JED-NTH-JUAS-23,26352_TR2-TR2_PROT_HEALTH,1282,,,
26352,JED-NTH-JUAS-23,26352_TR2-TR2_PROT_TRIP_EFI,1283,,,
26352,JED-NTH-JUAS-23,26352_TR2-TR2_PROT_TRIP_PH_FLT,1284,,,
26352,JED-NTH-JUAS-23,26352_Y1-34088_ST,11000,JED-NTH ABH AH321,26352 Y1 state,11000
26352,JED-NTH-JUAS-23,26352_TR1-TR1_ST,11001,JED-NTH ABH AH321,26352 Q1 state,11001
26352,JED-NTH-JUAS-23,26352_TR2-TR2_ST,11002,JED-NTH ABH AH321,26352 Y2 state,11002
26352,JED-NTH-JUAS-23,26352_Y2-27788_ST,11003,,,
26352,JED-NTH-JUAS-23,26352_LR,11004,JED-NTH ABH AH321,26352 Remote/Local value,11004
26352,JED-NTH-JUAS-23,26352_Y1-34088_AMP_A,13015,JED-NTH ABH AH321,26352 Y1 i_a_value(A),13015
26352,JED-NTH-JUAS-23,26352_Y1-34088_AMP_B,13016,JED-NTH ABH AH321,26352 Y1 i_b_value(A),13016
26352,JED-NTH-JUAS-23,26352_Y1-34088_AMP_C,13017,JED-NTH ABH AH321,26352 Y1 i_c_value(A),13017
26352,JED-NTH-JUAS-23,26352_Y1-34088_AMP_N,13018,JED-NTH ABH AH321,26352 Y1 i_n_value(A),13018
26352,JED-NTH-JUAS-23,26352_TR1-TR1_AMP_A,13019,JED-NTH ABH AH321,26352 Q1 i_a_value(A),13019
26352,JED-NTH-JUAS-23,26352_TR1-TR1_AMP_B,13020,JED-NTH ABH AH321,26352 Q1 i_b_value(A),13020
26352,JED-NTH-JUAS-23,26352_TR1-TR1_AMP_C,13021,JED-NTH ABH AH321,26352 Q1 i_c_value(A),13021
26352,JED-NTH-JUAS-23,26352_TR1-TR1_AMP_N,13022,JED-NTH ABH AH321,26352 Q1 i_n_value(A),13022
26352,JED-NTH-JUAS-23,26352_TR2-TR2_AMP_A,13023,JED-NTH ABH AH321,26352 Y2 i_a_value(A),13023
26352,JED-NTH-JUAS-23,26352_TR2-TR2_AMP_B,13024,JED-NTH ABH AH321,26352 Y2 i_b_value(A),13024
26352,JED-NTH-JUAS-23,26352_TR2-TR2_AMP_C,13025,JED-NTH ABH AH321,26352 Y2 i_c_value(A),13025
26352,JED-NTH-JUAS-23,26352_TR2-TR2_AMP_N,13026,JED-NTH ABH AH321,26352 Y2 i_n_value(A),13026
26352,JED-NTH-JUAS-23,26352_Y2-27788_AMP_A,13027,,,
26352,JED-NTH-JUAS-23,26352_Y2-27788_AMP_B,13028,,,
26352,JED-NTH-JUAS-23,26352_Y2-27788_AMP_C,13029,,,
26352,JED-NTH-JUAS-23,26352_Y2-27788_AMP_N,13030,,,
26352,JED-NTH-JUAS-23,26352_Y1-34088_KVA,13057,JED-NTH ABH AH321,26352 Y1 S(kVA),13057
26352,JED-NTH-JUAS-23,26352_Y1-34088_KW,13058,JED-NTH ABH AH321,26352 Y1 P(kW),13058
26352,JED-NTH-JUAS-23,26352_Y1-34088_KVAR,13059,JED-NTH ABH AH321,26352 Y1 Q(kVar),13059
26352,JED-NTH-JUAS-23,26352_TR1-TR1_KVA,13060,JED-NTH ABH AH321,26352 Q1 u_ab_value(kV),13060
26352,JED-NTH-JUAS-23,26352_TR1-TR1_KW,13061,JED-NTH ABH AH321,26352 Q1 u_bc_value(kV),13061
26352,JED-NTH-JUAS-23,26352_TR1-TR1_KVAR,13062,JED-NTH ABH AH321,26352 Q1 u_ca_value(kV),13062
26352,JED-NTH-JUAS-23,26352_TR2-TR2_VOLT_A,13063,JED-NTH ABH AH321,26352 Q1 u_n_value(kV),13063
26352,JED-NTH-JUAS-23,26352_TR2-TR2_VOLT_B,13064,JED-NTH ABH AH321,26352 Q1 S(kVA),13064
26352,JED-NTH-JUAS-23,26352_TR2-TR2_VOLT_C,13065,JED-NTH ABH AH321,26352 Q1 P(kW),13065
26352,JED-NTH-JUAS-23,26352_TR2-TR2_VOLT_N,13066,JED-NTH ABH AH321,26352 Q1 Q(kVar),13066
26352,JED-NTH-JUAS-23,26352_TR2-TR2_KVA,13067,JED-NTH ABH AH321,26352 Q1 Power factor,13067
26352,JED-NTH-JUAS-23,26352_TR2-TR2_KW,13068,JED-NTH ABH AH321,26352 Y2 S(kVA),13068
26352,JED-NTH-JUAS-23,26352_TR2-TR2_KVAR,13069,JED-NTH ABH AH321,26352 Y2 P(kW),13069
26352,JED-NTH-JUAS-23,26352_TR2-TR2_PF,13070,JED-NTH ABH AH321,26352 Y2 Q(kVar),13070
26352,JED-NTH-JUAS-23,26352_Y2-27788_KVA,13071,,,
26352,JED-NTH-JUAS-23,26352_Y2-27788_KW,13072,,,
26352,JED-NTH-JUAS-23,26352_Y2-27788_KVAR,13073,,,
26371,JED-NTH-FRDS-48,26371_Y1-RMU38247_CMD,1,JED-NTH ABH AH313,26371 Y1 CMD,1
26371,JED-NTH-FRDS-48,26371_Y2-RMU13ABH_CMD,5,JED-NTH ABH AH313,26371 Y2 CMD,5
26371,JED-NTH-FRDS-48,26371_TR1-RMU26371_CMD,9,JED-NTH ABH AH313,26371 Q1 CMD,9
26371,JED-NTH-FRDS-48,26371_Y3-RMU40423_CMD,13,JED-NTH ABH AH313,26371 Y3 CMD,13
26371,JED-NTH-FRDS-48,26371_Y1-RMU38247_ST_LOCK,1000,JED-NTH ABH AH313,26371 Y1/Lock/Unlock indication value,1000
26371,JED-NTH-FRDS-48,26371_Y1-RMU38247_ST_GND,1001,JED-NTH ABH AH313,26371 KY1 state,1001
26371,JED-NTH-FRDS-48,26371_Y2-RMU13ABH_ST_LOCK,1002,JED-NTH ABH AH313,26371 Y2/Lock/Unlock indication value,1002
26371,JED-NTH-FRDS-48,26371_Y2-RMU13ABH_ST_GND,1003,JED-NTH ABH AH313,26371 KY2 state,1003
26371,JED-NTH-FRDS-48,26371_TR1-RMU26371_ST_LOCK,1004,JED-NTH ABH AH313,26371 Q1/Lock/Unlock indication value,1004
26371,JED-NTH-FRDS-48,26371_TR1-RMU26371_ST_GND,1005,JED-NTH ABH AH313,26371 KQ1 state,1005
26371,JED-NTH-FRDS-48,26371_Y3-RMU40423_ST_LOCK,1006,JED-NTH ABH AH313,26371 Y3/Lock/Unlock indication value,1006
26371,JED-NTH-FRDS-48,26371_Y3-RMU40423_ST_GND,1007,JED-NTH ABH AH313,26371 KY3 state,1007
26371,JED-NTH-FRDS-48,26371_BATT_LOW,1008,JED-NTH ABH AH313,26371 Battery low value,1008
26371,JED-NTH-FRDS-48,26371_GAS_LOW,1009,JED-NTH ABH AH313,26371 Gas low value,1009
26371,JED-NTH-FRDS-48,26371_AC_FAIL,1010,JED-NTH ABH AH313,26371 AC power fail value,1010
26371,JED-NTH-FRDS-48,26371_DOOR_OPENED,1011,JED-NTH ABH AH313,26371 Door open value,1011
26371,JED-NTH-FRDS-48,26371_DC_ST,1012,JED-NTH ABH AH313,26371 DC power fail value,1012
